,t2xco2_index,t2xco2_dist,fdamage,tfp_gr,sigma_gr,pop_gr,fosslim,cback,Atmospheric Temperature 2050,Damages 2050,Utility 2050,Total Output 2050,Atmospheric Temperature 2100,Damages 2100,Utility 2100,Total Output 2100,Atmospheric Temperature 2150,Damages 2150,Utility 2150,Total Output 2150,Atmospheric Temperature 2200,Damages 2200,Utility 2200,Total Output 2200,Atmospheric Temperature 2300,Damages 2300,Utility 2300,Total Output 2300
233,927,2,2,0.08846339876569632,-0.008027110364030851,0.10094672594739298,7015.119546267563,377,2.8921399413097317,1.2833273576434123,-1913.8028183984968,193.46278478357692,6.210324612729547,234.17362672956656,-57.05628629920693,198.17191679554657,8.655996378783442,374.2481090076682,160.00605383369884,26.118911708998972,9.530334190801572,376.67293948709494,-435.4058821255744,13.540472182479874,9.68929209587526,652.8119574496362,-872.519777375639,25.55188424482956
234,927,2,1,0.08527406530373875,-0.011897257567037394,0.10174316558525694,5221.257427292529,261,2.8524734737485637,6.231499386233655,-1928.8265272668843,187.75390275623715,5.909589789705328,85.00943788350433,24.89067604705724,393.89005390963035,8.106200182979762,288.8056267235708,1164.193555703151,544.13208934041,8.653523333028586,493.6889438935066,1757.6806181544298,766.8217897363814,7.742299505067842,748.9080813651241,2216.4059904027463,1636.2352623882161
235,927,2,1,0.07717265665583163,-0.011092664581076349,0.10328614832459676,5350.682786477918,441,2.861187417556283,6.290547672322487,-1926.4527965803413,187.88192025751763,5.971716705001442,86.91860915049654,27.41442463496969,389.31382984825365,8.223479523944095,294.5883185811802,1160.9464870294978,525.1833242461223,8.727630037679967,497.3330763095064,1750.4082035024376,747.3455099107856,7.439211469549772,697.8207190511035,2209.1158699512425,1710.45857405375
236,927,2,1,0.08800350106236492,-0.01188758041904409,0.10458875385877678,4146.107308370532,541,2.853977970114967,6.264156693629243,-1924.1307736754686,188.17674793599002,5.916715778220257,85.33316888499613,33.79160903306274,391.1848014643721,8.116886344876947,288.47795969490284,1171.3417028253816,533.6859143973453,8.668607516131589,493.39337165458596,1763.2320355501843,756.6537830601814,7.766140431916788,752.1188276004642,2221.4073386094087,1625.9646851627297
237,927,2,1,0.07361016177965847,-0.011264282823070867,0.10104818369168335,6128.439177335625,442,2.8583374173354428,6.254185296716703,-1930.7902537421537,187.2623633786508,5.953232566311118,86.11148608364618,17.110455633470337,389.010522428013,8.18991343664354,292.2724431788349,1149.5371832820301,527.8560734169845,8.702728180686305,495.2754718156177,1739.2804381906335,751.2198156444528,7.499362288462286,707.9084595941688,2197.894434188587,1695.339766289834
238,927,2,1,0.08822190737053895,-0.011493223342292665,0.10310587320121163,4764.929068721022,179,2.857151251026115,6.269628575285107,-1925.9746152155706,188.22182264022877,5.942642568644821,86.21613053681922,31.90218320544227,394.2974728492645,8.16845081777428,293.0470603439079,1171.7221162894039,541.4898177447667,8.693269082891126,497.1758732968582,1764.6846444949297,762.6534716983498,7.59739658562802,724.9571915001108,2223.7565590241566,1674.5992979117966
239,927,2,2,0.08289025367032243,-0.00808559231255513,0.10362909511824304,7556.500492300671,290,2.8929838113459883,1.2912498928523313,-1908.2281812236424,194.38916832654652,6.2135290796792635,235.55810691050957,-42.46876924171511,199.81293034670284,8.65979518511393,379.93503489534083,201.17252273623444,28.420933853627893,9.528486643074558,389.9162706976248,-324.6886093386165,15.17039151141759,9.661888631527606,665.7907732526893,-718.7728238526529,27.234471946055038
240,857,2,2,0.08354036188576223,-0.011992465622058659,0.10065170663645151,4078.9770463914274,227,2.8452943894271776,1.1500680015503821,-1913.6974005314535,193.80133732902283,5.8831692506606625,201.3940445859948,-10.624637323421211,249.59455010891645,8.033900444180553,431.1849089072555,569.8523765228729,62.09031723552795,8.861794136820984,495.5462366799102,504.35822417163854,37.07393967919672,9.330759082223434,764.8894623160809,399.6947239912115,41.77453971474715
241,309,2,2,0.08202929509943953,-0.008189795387492697,0.10718317844069208,4818.356695306445,229,2.7155985512861,0.8493794133142774,-1900.5796309083617,196.00501207251097,5.548565907102851,164.99298368135118,59.32252069839478,303.1466929529354,7.3322001746271805,453.67112710101486,860.9074544360928,121.1351302220229,7.349917539649806,611.1784903151486,1147.5596777862665,164.5821227256508,5.057789700274265,520.497552223428,1511.1726599113244,1801.4036879058872
242,309,2,2,0.08605121396049122,-0.008220617404224662,0.1000178205961853,8594.32437404116,167,2.7115451532103685,0.8319403724626856,-1914.4694036357866,194.00423846182747,5.5278655885923005,161.22965559895223,27.989726899604193,304.70340802473544,7.300878495963265,454.1167802824469,839.2545777485902,126.92313020591018,7.308350631855618,614.94842794027,1139.5726958893165,173.71727931655082,4.969608646755092,480.67289363170426,1509.2205944094349,1874.9443140761948
243,309,2,2,0.07621891927306554,-0.008166001092988557,0.10194990306820899,4263.815153259812,600,2.7130676240696205,0.8370758239653971,-1912.0145533333514,193.90185120444497,5.535449824769356,161.6986025400428,27.445614585828025,296.73008185758584,7.311859670313909,440.9881400614092,801.6567015064302,108.83955883760208,7.342978516857674,593.7385066085782,1060.6035383979588,152.4553296243285,5.097327918031963,537.0677809274359,1417.7987793463235,1755.3128842312283
244,927,2,2,0.08922071575511067,-0.00838263082052403,0.10000000235834822,5082.776192023545,358,2.887922852742995,1.2690300104541679,-1915.5994969597796,193.23106970055568,6.179177671765457,231.05339600456162,-56.42157806584646,202.7704924251951,8.597455340755953,380.6335071139348,206.18143527905113,28.973782826036953,9.466617189444229,390.60059654593204,-308.07479059211573,15.411239356469824,9.652197853879823,666.0435212676191,-695.2858177140465,27.158811823417075
245,927,2,1,0.08593090179805157,-0.011388241252021635,0.10057763141344526,5316.525809836489,315,2.856883455056736,6.2430276868281,-1931.3180223256568,187.3118490211461,5.943316139814491,85.85453095337158,17.26364499040119,391.031569464361,8.17157703073444,291.9036274798409,1151.9962703305755,534.7134130312355,8.68986740383206,495.33096382651564,1743.118449811328,757.7421591210676,7.543039105694014,715.5543842197848,2201.9476482953933,1686.3938250905621
246,927,2,1,0.08133193911484196,-0.011381657156963057,0.10351605876447924,4120.680808627492,133,2.8584685676597252,6.280808531985346,-1925.0529354308828,188.39268099935632,5.952004555282465,86.57915047569364,34.387162889490355,394.7600450760068,8.186144689219244,294.39530411399966,1174.7588809118597,541.7061487870111,8.704175884951267,498.3181143123935,1767.7678230664114,762.3444897308464,7.552843993074546,717.640648796391,2227.0009744498793,1686.7699238969126
247,927,2,1,0.08896604397128977,-0.011763259997525647,0.10350817330213026,7545.997734257365,285,2.854681351898738,6.259634851710288,-1925.480148591794,188.21007606680953,5.9237176571714665,85.61050193608209,32.629063987714744,393.8415675976506,8.131680091982753,290.47038711727345,1172.5161386253667,541.3128702161489,8.673256326640718,495.2161436191444,1765.6669834889544,763.1451728725086,7.706821986272659,742.9138645396908,2224.395122105676,1644.8930521270586
248,927,2,2,0.07775034849814087,-0.00800782462137751,0.10253131183429484,4456.874413069508,278,2.8932094958295407,1.2897999274995255,-1910.3546768090853,194.08327176664528,6.216782495847632,235.57275974169917,-47.82075167146013,199.246203153606,8.66712223061436,379.6383776475086,194.22076004188784,28.407313548714697,9.533309798934512,390.1644489191176,-330.0477310184692,15.218818289356124,9.646492224604097,668.3351040294755,-720.7945573906441,27.69884264387363
249,927,2,2,0.08602140213249651,-0.00805488394283925,0.10300345198001581,9041.67043282993,291,2.8929690848295477,1.289983766901678,-1909.4633830103228,194.20346662022513,6.214253158139616,235.43728270329123,-45.55271088541258,199.52837678478426,8.661784681129689,379.5013226605674,196.1700608708952,28.286866634020193,9.529823957136102,389.27082165086483,-332.73706801311073,15.095970598572336,9.657351526594226,666.0489405337125,-727.7987795054555,27.31555667141574
250,927,2,1,0.07658328507081398,-0.011696034789055728,0.10318297362050219,5127.09706955545,415,2.855165045438052,6.258107545781763,-1926.502141825176,187.9376475936943,5.927368550160328,85.59193234160038,28.7899235706509,391.7075095023183,8.138659514964424,290.0759815897348,1166.0043875236943,535.4581086432637,8.677644404648095,494.49840641551026,1757.9046239422496,758.1037278421164,7.684492013150006,738.8639356835513,2216.3942208740864,1648.655949960297
251,927,2,1,0.08913188767194265,-0.011625273926625938,0.10157201878475047,4072.2408841964257,413,2.8550434677688497,6.242169888257833,-1929.6379924350047,187.47985745923486,5.928354957544711,85.44564932512444,20.966482071466544,390.8566234889003,8.14189106814496,289.92483631977336,1156.3440006401033,534.4838182564204,8.675691046283418,493.99268445547244,1747.7372253909753,757.7976119908631,7.647306856832697,732.6923512209711,2206.2559606083687,1658.2333859087428
